year,region_code,business_type,sector_type,small business,large business
2000,DR02,Health Care & Social Assistance,Goods-Producing Sector,7827.0,310.0
2000,DR02,"Arts, Entertainment & Recreation",Goods-Producing Sector,2722.0,123.0
2000,DR02,Accom. & Food Services,Goods-Producing Sector,7454.0,736.0
2000,DR02,Other Serv's (ex. Public Admin.),Goods-Producing Sector,10758.0,149.0
2000,DR02,Public Administration,Goods-Producing Sector,144.0,76.0
2000,DR03,"Agric., Forestry, Fishing & Hunt",Services-Producing Sector,3254.0,27.0
2000,DR03,Mining & Oil & Gas Extract.,Services-Producing Sector,155.0,3.0
2000,DR03,Utilities,Services-Producing Sector,67.0,3.0
2000,DR03,Construction,Services-Producing Sector,5292.0,42.0
2000,DR03,Manufacturing,Services-Producing Sector,1496.0,93.0
2000,DR03,Wholesale Trade,Goods-Producing Sector,1568.0,16.0
2000,DR03,Retail Trade,Goods-Producing Sector,3444.0,107.0
2000,DR03,Transp. & Warehousing,Goods-Producing Sector,1588.0,26.0
2000,DR03,Information & Cultural Indust.,Goods-Producing Sector,264.0,10.0
2000,DR03,Finance & Insurance,Goods-Producing Sector,1422.0,16.0
2000,DR03,Real Estate & Rental & Leasing,Goods-Producing Sector,2997.0,23.0
2000,DR03,"Profes'nl, Scientif. & Tech. Srv",Goods-Producing Sector,2809.0,14.0
2000,DR03,Mgmt. of Companies & Enter.,Goods-Producing Sector,1241.0,8.0
2000,DR03,"Admin. & Sup'rt, Waste Mgmt.",Goods-Producing Sector,1392.0,13.0
2000,DR03,Educational Services,Goods-Producing Sector,261.0,22.0
2000,DR03,Health Care & Social Assistance,Goods-Producing Sector,1694.0,71.0
2000,DR03,"Arts, Entertainment & Recreation",Goods-Producing Sector,568.0,19.0
2000,DR03,Accom. & Food Services,Goods-Producing Sector,2032.0,126.0
2000,DR03,Other Serv's (ex. Public Admin.),Goods-Producing Sector,2478.0,10.0
2000,DR03,Public Administration,Goods-Producing Sector,137.0,20.0
2000,DR04,"Agric., Forestry, Fishing & Hunt",Services-Producing Sector,908.0,12.0
2000,DR04,Mining & Oil & Gas Extract.,Services-Producing Sector,62.0,6.0
2000,DR04,Utilities,Services-Producing Sector,26.0,1.0
2000,DR04,Construction,Services-Producing Sector,1419.0,13.0
2000,DR04,Manufacturing,Services-Producing Sector,432.0,25.0
2000,DR04,Wholesale Trade,Goods-Producing Sector,351.0,3.0
2000,DR04,Retail Trade,Goods-Producing Sector,1233.0,31.0
2000,DR04,Transp. & Warehousing,Goods-Producing Sector,498.0,3.0
2000,DR04,Information & Cultural Indust.,Goods-Producing Sector,98.0,0.0
2000,DR04,Finance & Insurance,Goods-Producing Sector,262.0,5.0
2000,DR04,Real Estate & Rental & Leasing,Goods-Producing Sector,689.0,1.0
2000,DR04,"Profes'nl, Scientif. & Tech. Srv",Goods-Producing Sector,763.0,2.0
2000,DR04,Mgmt. of Companies & Enter.,Goods-Producing Sector,222.0,1.0
2000,DR04,"Admin. & Sup'rt, Waste Mgmt.",Goods-Producing Sector,362.0,1.0
2000,DR04,Educational Services,Goods-Producing Sector,73.0,14.0
2000,DR04,Health Care & Social Assistance,Goods-Producing Sector,505.0,38.0
2000,DR04,"Arts, Entertainment & Recreation",Goods-Producing Sector,248.0,12.0
2000,DR04,Accom. & Food Services,Goods-Producing Sector,793.0,25.0
2000,DR04,Other Serv's (ex. Public Admin.),Goods-Producing Sector,814.0,2.0
2000,DR04,Public Administration,Goods-Producing Sector,78.0,11.0
2000,DR05,"Agric., Forestry, Fishing & Hunt",Services-Producing Sector,2060.0,26.0
2000,DR05,Mining & Oil & Gas Extract.,Services-Producing Sector,29.0,1.0
2000,DR05,Utilities,Services-Producing Sector,13.0,0.0
2000,DR05,Construction,Services-Producing Sector,1673.0,21.0
2000,DR05,Manufacturing,Services-Producing Sector,420.0,53.0
2000,DR05,Wholesale Trade,Goods-Producing Sector,423.0,5.0
2000,DR05,Retail Trade,Goods-Producing Sector,1047.0,39.0
2000,DR05,Transp. & Warehousing,Goods-Producing Sector,1103.0,14.0
2000,DR05,Information & Cultural Indust.,Goods-Producing Sector,75.0,4.0
2000,DR05,Finance & Insurance,Goods-Producing Sector,308.0,5.0
2000,DR05,Real Estate & Rental & Leasing,Goods-Producing Sector,861.0,5.0
2000,DR05,"Profes'nl, Scientif. & Tech. Srv",Goods-Producing Sector,819.0,6.0
2000,DR05,Mgmt. of Companies & Enter.,Goods-Producing Sector,300.0,3.0
2000,DR05,"Admin. & Sup'rt, Waste Mgmt.",Goods-Producing Sector,392.0,7.0
2000,DR05,Educational Services,Goods-Producing Sector,60.0,5.0
2000,DR05,Health Care & Social Assistance,Goods-Producing Sector,505.0,19.0
2000,DR05,"Arts, Entertainment & Recreation",Goods-Producing Sector,155.0,3.0
2000,DR05,Accom. & Food Services,Goods-Producing Sector,652.0,27.0
2000,DR05,Other Serv's (ex. Public Admin.),Goods-Producing Sector,924.0,3.0
2000,DR05,Public Administration,Goods-Producing Sector,40.0,8.0
2000,DR06,"Agric., Forestry, Fishing & Hunt",Services-Producing Sector,697.0,8.0
2000,DR06,Mining & Oil & Gas Extract.,Services-Producing Sector,6.0,0.0
2000,DR06,Utilities,Services-Producing Sector,7.0,2.0
2000,DR06,Construction,Services-Producing Sector,447.0,5.0
2000,DR06,Manufacturing,Services-Producing Sector,119.0,15.0
2000,DR06,Wholesale Trade,Goods-Producing Sector,123.0,3.0
2000,DR06,Retail Trade,Goods-Producing Sector,408.0,15.0
2000,DR06,Transp. & Warehousing,Goods-Producing Sector,333.0,7.0
2000,DR06,Information & Cultural Indust.,Goods-Producing Sector,30.0,4.0
2000,DR06,Finance & Insurance,Goods-Producing Sector,87.0,2.0
2000,DR06,Real Estate & Rental & Leasing,Goods-Producing Sector,220.0,2.0
2000,DR06,"Profes'nl, Scientif. & Tech. Srv",Goods-Producing Sector,245.0,1.0
2000,DR06,Mgmt. of Companies & Enter.,Goods-Producing Sector,70.0,2.0
2000,DR06,"Admin. & Sup'rt, Waste Mgmt.",Goods-Producing Sector,173.0,1.0
2000,DR06,Educational Services,Goods-Producing Sector,22.0,7.0
2000,DR06,Health Care & Social Assistance,Goods-Producing Sector,191.0,14.0
2000,DR06,"Arts, Entertainment & Recreation",Goods-Producing Sector,68.0,0.0
2000,DR06,Accom. & Food Services,Goods-Producing Sector,229.0,6.0
2000,DR06,Other Serv's (ex. Public Admin.),Goods-Producing Sector,294.0,1.0
2000,DR06,Public Administration,Goods-Producing Sector,34.0,10.0
2000,DR07,"Agric., Forestry, Fishing & Hunt",Services-Producing Sector,943.0,10.0
2000,DR07,Mining & Oil & Gas Extract.,Services-Producing Sector,29.0,3.0
2000,DR07,Utilities,Services-Producing Sector,5.0,0.0
2000,DR07,Construction,Services-Producing Sector,461.0,3.0
2000,DR07,Manufacturing,Services-Producing Sector,136.0,16.0
2000,DR07,Wholesale Trade,Goods-Producing Sector,98.0,1.0
2000,DR07,Retail Trade,Goods-Producing Sector,320.0,6.0
2000,DR07,Transp. & Warehousing,Goods-Producing Sector,310.0,5.0
2000,DR07,Information & Cultural Indust.,Goods-Producing Sector,28.0,0.0
2000,DR07,Finance & Insurance,Goods-Producing Sector,66.0,1.0
2000,DR07,Real Estate & Rental & Leasing,Goods-Producing Sector,182.0,0.0
2000,DR07,"Profes'nl, Scientif. & Tech. Srv",Goods-Producing Sector,206.0,3.0
2000,DR07,Mgmt. of Companies & Enter.,Goods-Producing Sector,69.0,0.0
2000,DR07,"Admin. & Sup'rt, Waste Mgmt.",Goods-Producing Sector,100.0,0.0
2000,DR07,Educational Services,Goods-Producing Sector,23.0,4.0
2000,DR07,Health Care & Social Assistance,Goods-Producing Sector,110.0,5.0
2000,DR07,"Arts, Entertainment & Recreation",Goods-Producing Sector,70.0,1.0
2000,DR07,Accom. & Food Services,Goods-Producing Sector,217.0,4.0
2000,DR07,Other Serv's (ex. Public Admin.),Goods-Producing Sector,260.0,1.0
2000,DR07,Public Administration,Goods-Producing Sector,26.0,2.0
2000,DR08,"Agric., Forestry, Fishing & Hunt",Services-Producing Sector,1032.0,0.0
2000,DR08,Mining & Oil & Gas Extract.,Services-Producing Sector,364.0,7.0
2000,DR08,Utilities,Services-Producing Sector,10.0,0.0
2000,DR08,Construction,Services-Producing Sector,728.0,21.0
2000,DR08,Manufacturing,Services-Producing Sector,146.0,11.0
2000,DR08,Wholesale Trade,Goods-Producing Sector,204.0,5.0
2000,DR08,Retail Trade,Goods-Producing Sector,407.0,10.0
2000,DR08,Transp. & Warehousing,Goods-Producing Sector,593.0,8.0
2000,DR08,Information & Cultural Indust.,Goods-Producing Sector,43.0,0.0
2000,DR08,Finance & Insurance,Goods-Producing Sector,104.0,1.0
2000,DR08,Real Estate & Rental & Leasing,Goods-Producing Sector,283.0,1.0
2000,DR08,"Profes'nl, Scientif. & Tech. Srv",Goods-Producing Sector,374.0,1.0
2000,DR08,Mgmt. of Companies & Enter.,Goods-Producing Sector,84.0,0.0
2000,DR08,"Admin. & Sup'rt, Waste Mgmt.",Goods-Producing Sector,215.0,0.0
2000,DR08,Educational Services,Goods-Producing Sector,26.0,4.0
2000,DR08,Health Care & Social Assistance,Goods-Producing Sector,176.0,13.0
2000,DR08,"Arts, Entertainment & Recreation",Goods-Producing Sector,73.0,0.0
2000,DR08,Accom. & Food Services,Goods-Producing Sector,260.0,20.0
2000,DR08,Other Serv's (ex. Public Admin.),Goods-Producing Sector,554.0,0.0
2000,DR08,Public Administration,Goods-Producing Sector,9.0,7.0
2001,DR01,"Agric., Forestry, Fishing & Hunt",Services-Producing Sector,2947.0,57.0
2001,DR01,Mining & Oil & Gas Extract.,Services-Producing Sector,118.0,5.0
2001,DR01,Utilities,Services-Producing Sector,30.0,2.0
2001,DR01,Construction,Services-Producing Sector,7174.0,51.0
2001,DR01,Manufacturing,Services-Producing Sector,2008.0,95.0
2001,DR01,Wholesale Trade,Goods-Producing Sector,1867.0,26.0
2001,DR01,Retail Trade,Goods-Producing Sector,5203.0,144.0
2001,DR01,Transp. & Warehousing,Goods-Producing Sector,1976.0,26.0
2001,DR01,Information & Cultural Indust.,Goods-Producing Sector,508.0,18.0
2001,DR01,Finance & Insurance,Goods-Producing Sector,1884.0,40.0
2001,DR01,Real Estate & Rental & Leasing,Goods-Producing Sector,4268.0,24.0
2001,DR01,"Profes'nl, Scientif. & Tech. Srv",Goods-Producing Sector,6295.0,28.0
2001,DR01,Mgmt. of Companies & Enter.,Goods-Producing Sector,1693.0,13.0
2001,DR01,"Admin. & Sup'rt, Waste Mgmt.",Goods-Producing Sector,2310.0,26.0
2001,DR01,Educational Services,Goods-Producing Sector,476.0,34.0
2001,DR01,Health Care & Social Assistance,Goods-Producing Sector,3039.0,115.0
2001,DR01,"Arts, Entertainment & Recreation",Goods-Producing Sector,892.0,20.0
2001,DR01,Accom. & Food Services,Goods-Producing Sector,2800.0,163.0
2001,DR01,Other Serv's (ex. Public Admin.),Goods-Producing Sector,3555.0,19.0
2001,DR01,Public Administration,Goods-Producing Sector,170.0,53.0
2001,DR02,"Agric., Forestry, Fishing & Hunt",Services-Producing Sector,5227.0,86.0
2001,DR02,Mining & Oil & Gas Extract.,Services-Producing Sector,887.0,16.0
2001,DR02,Utilities,Services-Producing Sector,100.0,11.0
2001,DR02,Construction,Services-Producing Sector,23765.0,319.0
2001,DR02,Manufacturing,Services-Producing Sector,8257.0,677.0
2001,DR02,Wholesale Trade,Goods-Producing Sector,12859.0,330.0
2001,DR02,Retail Trade,Goods-Producing Sector,15579.0,501.0
2001,DR02,Transp. & Warehousing,Goods-Producing Sector,8246.0,209.0
2001,DR02,Information & Cultural Indust.,Goods-Producing Sector,3529.0,156.0
2001,DR02,Finance & Insurance,Goods-Producing Sector,10052.0,195.0
2001,DR02,Real Estate & Rental & Leasing,Goods-Producing Sector,18388.0,175.0
2001,DR02,"Profes'nl, Scientif. & Tech. Srv",Goods-Producing Sector,27172.0,353.0
2001,DR02,Mgmt. of Companies & Enter.,Goods-Producing Sector,7989.0,119.0
2001,DR02,"Admin. & Sup'rt, Waste Mgmt.",Goods-Producing Sector,9182.0,225.0
2001,DR02,Educational Services,Goods-Producing Sector,1815.0,92.0
2001,DR02,Health Care & Social Assistance,Goods-Producing Sector,8108.0,304.0
2001,DR02,"Arts, Entertainment & Recreation",Goods-Producing Sector,3199.0,110.0
2001,DR02,Accom. & Food Services,Goods-Producing Sector,8282.0,699.0
2001,DR02,Other Serv's (ex. Public Admin.),Goods-Producing Sector,11682.0,138.0
2001,DR02,Public Administration,Goods-Producing Sector,143.0,63.0
2001,DR03,"Agric., Forestry, Fishing & Hunt",Services-Producing Sector,3503.0,25.0
2001,DR03,Mining & Oil & Gas Extract.,Services-Producing Sector,156.0,3.0
2001,DR03,Utilities,Services-Producing Sector,71.0,3.0
2001,DR03,Construction,Services-Producing Sector,5797.0,42.0
